"Trade Date ","1 USD ","1 GBP ","1 EURO ","100 YEN "
"26-Aug-2010",46.81,72.8574,59.45,55.25
"25-Aug-2010",46.93,72.3262,59.35,55.66
"24-Aug-2010",46.79,72.2157,59.19,55.08
"23-Aug-2010",46.61,72.5974,59.28,54.58
"20-Aug-2010",46.58,72.3993,59.66,54.58
"18-Aug-2010",46.64,72.4179,59.88,54.55
"17-Aug-2010",46.68,73.1476,59.98,54.74
"16-Aug-2010",46.78,73.0938,59.87,54.49
"13-Aug-2010",46.58,72.7906,60.05,54.1
"12-Aug-2010",46.94,73.67,60.54,55
"11-Aug-2010",46.54,73.4262,60.78,54.54
"10-Aug-2010",46.3,73.1586,60.93,53.93
"09-Aug-2010",46.07,73.659,61.26,53.85
"06-Aug-2010",46.02,73.2086,60.7,53.42
"05-Aug-2010",46.23,73.4595,60.8,53.67
"04-Aug-2010",46.22,73.6862,61.07,54.06
"03-Aug-2010",46.22,73.4574,60.81,53.43
"02-Aug-2010",46.19,72.7377,60.42,53.34
"30-Jul-2010",46.46,72.5357,60.73,53.7
"29-Jul-2010",46.63,72.8687,60.74,53.39
"28-Jul-2010",46.57,72.6678,60.62,53.01
"27-Jul-2010",46.76,72.5715,60.8,53.75
"26-Jul-2010",46.86,72.5205,60.64,53.59
"23-Jul-2010",47,71.8795,60.53,53.97
"22-Jul-2010",47.33,71.7546,60.38,54.78
"21-Jul-2010",47.25,72.3209,60.98,54.2
"20-Jul-2010",47.1,72.0489,61.29,54.14
"19-Jul-2010",47.08,71.9335,60.62,54.36
"16-Jul-2010",46.8,72.0814,60.37,53.66
"15-Jul-2010",46.74,71.3089,59.47,53.06
"14-Jul-2010",46.63,70.9219,59.29,52.43
"13-Jul-2010",46.93,70.3082,58.9,52.95
"12-Jul-2010",46.73,69.9408,58.8,52.63
"09-Jul-2010",46.75,70.9221,59.36,52.81
"08-Jul-2010",46.85,71.3666,59.32,53.05
"07-Jul-2010",47.08,71.2085,59.27,53.94
"06-Jul-2010",46.8,71.0073,58.77,53.33
"05-Jul-2010",46.69,70.9244,58.57,53.1
"02-Jul-2010",46.68,70.7879,58.29,53.03
"01-Jul-2010",46.68,69.5812,56.99,52.83
"30-Jun-2010",46.6,70.0724,56.94,52.61
"29-Jun-2010",46.52,70.0824,56.93,52.37
"28-Jun-2010",46.16,69.3692,57.03,51.64
"25-Jun-2010",46.54,69.6331,57.39,51.99
"24-Jun-2010",46.24,69.2629,57.05,51.48
"23-Jun-2010",46.31,68.687,56.85,51.23
"22-Jun-2010",46.04,67.863,56.67,50.73
"21-Jun-2010",45.64,68.0607,56.83,50.29
"18-Jun-2010",46.14,68.4671,57.18,50.82
"17-Jun-2010",46.5,68.3643,57.09,50.92
"16-Jun-2010",46.35,68.6745,57.16,50.61
"15-Jun-2010",46.73,68.6791,56.92,51.25
"14-Jun-2010",46.57,68.2344,56.81,50.66
"11-Jun-2010",46.82,68.9729,56.66,51.14
"10-Jun-2010",46.98,68.4663,56.58,51.61
"09-Jun-2010",46.98,67.9025,56.2,51.38
"08-Jun-2010",46.95,68.0517,56.13,51.12
"07-Jun-2010",47.28,68.2369,56.38,51.87
"04-Jun-2010",46.67,68.3365,56.85,50.36
"02-Jun-2010",47.19,69.4826,57.59,51.61
"01-Jun-2010",46.69,67.7379,57.26,51.21
"31-May-2010",46.45,67.3293,57.17,50.78
"28-May-2010",46.54,67.7809,57.38,51.05
"26-May-2010",47.57,68.3843,58.43,52.71
"25-May-2010",47.4,67.9621,58.19,52.82
"24-May-2010",46.67,67.6435,58.38,51.65
"21-May-2010",46.95,67.6643,59.03,52.06
"20-May-2010",46.75,66.9998,57.69,51.36
"19-May-2010",46,65.8743,56.07,50
"18-May-2010",45.55,65.9268,56.37,49.16
"17-May-2010",45.72,65.6471,56.19,49.66
"14-May-2010",45.1,65.6859,56.57,48.59
"13-May-2010",44.99,66.9091,56.98,48.18
"12-May-2010",45.33,67.5213,57.28,48.93
"11-May-2010",45.14,66.6808,57.28,48.81
"10-May-2010",44.96,66.86,58.34,48.36
"07-May-2010",45.58,67.0505,57.81,49.52
"06-May-2010",45.4,68.4337,57.91,48.4
"05-May-2010",44.87,68.0364,58.27,47.34
"04-May-2010",44.56,67.8872,58.72,46.93
"03-May-2010",44.56,67.9473,59,47.38
"30-Apr-2010",44.44,68.3132,58.94,47.25
"29-Apr-2010",44.57,67.6706,58.88,47.42
"28-Apr-2010",44.6,68.0797,58.9,47.78
"27-Apr-2010",44.45,68.6397,59.43,47.38
"26-Apr-2010",44.33,68.399,59.19,47.02
"23-Apr-2010",44.54,68.2642,58.91,47.67
"22-Apr-2010",44.45,68.7219,59.57,47.75
"21-Apr-2010",44.41,68.3648,59.67,47.6
"20-Apr-2010",44.61,68.2332,60.01,48.17
"19-Apr-2010",44.6,68.0306,60.05,48.49
"16-Apr-2010",44.49,68.5457,60.16,48.03
"15-Apr-2010",44.38,68.8178,60.53,47.57
"13-Apr-2010",44.62,68.6055,60.63,48.06
"12-Apr-2010",44.35,67.5008,60.5,47.57
"08-Apr-2010",44.35,67.8444,59.3,47.35
"07-Apr-2010",44.42,67.756,59.39,47.28
"06-Apr-2010",44.45,67.6596,59.67,47.28
"05-Apr-2010",44.73,68.1685,60.29,47.3
"31-Mar-2010",45.14,68.0328,60.56,48.44
"30-Mar-2010",44.94,67.6369,60.76,48.58
"29-Mar-2010",45.08,67.4059,60.61,48.68
"26-Mar-2010",45.34,67.4296,60.52,49.01
"25-Mar-2010",45.63,67.8906,60.71,49.57
"23-Mar-2010",45.56,68.6771,61.6,50.43
"22-Mar-2010",45.49,68.028,61.45,50.28
"19-Mar-2010",45.48,69.0932,61.89,50.28
"18-Mar-2010",45.49,69.577,62.22,50.46
"17-Mar-2010",45.41,69.0981,62.55,50.13
"15-Mar-2010",45.58,69.0993,62.59,50.31
"12-Mar-2010",45.45,68.4886,62.27,50.14
"11-Mar-2010",45.47,68.0891,62.02,50.31
"10-Mar-2010",45.41,68.006,61.75,50.42
"09-Mar-2010",45.54,68.4239,62.01,50.59
"08-Mar-2010",45.43,68.8424,62.12,50.24
"05-Mar-2010",45.78,68.8348,62.15,51.25
"04-Mar-2010",45.82,68.9866,62.61,51.9
"03-Mar-2010",45.9,68.9418,62.58,51.65
"02-Mar-2010",46.02,68.7217,62.31,51.51
"26-Feb-2010",46.23,70.6579,62.81,51.73
"25-Feb-2010",46.36,71.0467,62.42,51.82
"24-Feb-2010",46.25,71.4724,62.63,51.27
"23-Feb-2010",46.13,71.5891,62.84,50.63
"22-Feb-2010",46.16,71.4211,62.92,50.34
"19-Feb-2010",46.47,71.5034,62.56,50.55
"18-Feb-2010",46.22,72.3643,62.76,50.86
"17-Feb-2010",46.02,72.6012,63.36,50.94
"16-Feb-2010",46.18,72.4841,62.98,51.41
"15-Feb-2010",46.38,72.5708,63,51.46
"11-Feb-2010",46.46,72.6541,64.02,51.66
"10-Feb-2010",46.56,72.9875,64.07,51.94
"09-Feb-2010",46.68,72.9398,63.94,52.2
"08-Feb-2010",46.81,72.9019,63.8,52.39
"05-Feb-2010",46.56,73.2086,63.85,51.89
"04-Feb-2010",46.09,73.2209,63.96,50.65
"03-Feb-2010",46.04,73.7906,64.33,50.88
"02-Feb-2010",46.25,73.7757,64.39,50.96
"01-Feb-2010",46.34,73.9077,64.32,51.37
"29-Jan-2010",46.37,74.7832,64.63,51.59
"28-Jan-2010",46.31,,,
"27-Jan-2010",46.29,,,
"25-Jan-2010",46.18,,,
"22-Jan-2010",46.17,,,
"21-Jan-2010",45.97,,,
"20-Jan-2010",45.95,,,
"19-Jan-2010",45.62,,,
"18-Jan-2010",45.66,,,
"15-Jan-2010",45.67,,,
"14-Jan-2010",45.48,,,
"13-Jan-2010",45.68,,,
"12-Jan-2010",45.4,,,
"11-Jan-2010",45.36,,,
"08-Jan-2010",45.8,,,
"07-Jan-2010",45.87,,,
"06-Jan-2010",46.12,,,
"05-Jan-2010",46.2,,,
"04-Jan-2010",46.51,,,
"01-Jan-2010",46.65,,,
