"Trade Date ","1 USD ","1 GBP ","1 EURO ","100 YEN "
"31-Dec-2013",61.897,102.0094,85.3635,58.97
"30-Dec-2013",62.0028,102.1682,85.1855,58.86
"27-Dec-2013",62.0595,102.032,85.2748,59.23
"26-Dec-2013",61.9755,101.4911,84.7925,59.15
"24-Dec-2013",61.8668,101.1027,84.651,59.37
"23-Dec-2013",61.9915,101.3747,84.818,59.58
"20-Dec-2013",62.242,101.8092,84.8774,59.59
"19-Dec-2013",62.38,102.1535,85.2945,59.98
"18-Dec-2013",61.9176,100.8328,85.2692,60.16
"17-Dec-2013",61.958,101.1402,85.3345,60.17
"16-Dec-2013",62.1024,101.2704,85.4284,60.4
"13-Dec-2013",62.1266,101.5335,85.4135,59.9
"12-Dec-2013",61.62,100.835,84.982,60.03
"11-Dec-2013",61.3313,100.7919,84.378,59.72
"10-Dec-2013",61.207,100.6488,84.151,59.29
"09-Dec-2013",61.1785,100.0146,83.8195,59.38
"06-Dec-2013",61.6673,100.6472,84.2546,60.4
"05-Dec-2013",61.6895,101.0782,84.069,60.44
"04-Dec-2013",62.333,102.1825,84.6848,60.77
"03-Dec-2013",62.3443,102.0639,84.457,60.38
"02-Dec-2013",62.226,102.1378,84.641,60.74
"29-Nov-2013",62.3948,102.0592,84.9755,60.97
"28-Nov-2013",62.3896,101.8011,84.7547,61.1
"27-Nov-2013",62.3625,101.1083,84.6755,61.43
"26-Nov-2013",62.447,100.8644,84.504,61.51
"25-Nov-2013",62.577,101.4248,84.7,61.43
"22-Nov-2013",63.0236,102.0415,84.9199,62.37
"21-Nov-2013",62.8895,101.1389,84.418,62.45
"20-Nov-2013",62.558,100.7747,84.7104,62.51
"19-Nov-2013",62.2311,100.1796,84.0585,62.32
"18-Nov-2013",62.625,101.0642,84.555,62.59
"14-Nov-2013",63.0645,101.1492,84.9475,63.31
"13-Nov-2013",63.6545,101.1661,85.5502,63.94
"12-Nov-2013",63.593,101.558,85.1515,63.85
"11-Nov-2013",63.2955,101.3614,84.595,63.97
"08-Nov-2013",62.7315,100.9224,84.0625,63.94
"07-Nov-2013",62.574,100.6252,84.6225,63.46
"06-Nov-2013",61.9225,99.5961,83.6375,62.81
"05-Nov-2013",61.788,98.6569,83.419,62.74
"01-Nov-2013",61.9046,99.1897,83.8775,63.21
"31-Oct-2013",61.41,98.2867,84.1245,62.44
"30-Oct-2013",61.4871,98.7052,84.4855,62.61
"29-Oct-2013",61.463,98.9862,84.7244,63.01
"28-Oct-2013",61.503,99.4934,84.8825,63.01
"25-Oct-2013",61.625,99.9373,85.135,63.48
"24-Oct-2013",61.4105,99.528,84.815,62.99
"23-Oct-2013",61.534,99.7466,84.7495,63.18
"22-Oct-2013",61.78,99.6573,84.4855,62.86
"21-Oct-2013",61.4885,99.4085,84.1215,62.66
"18-Oct-2013",61.276,99.0281,83.801,62.52
"17-Oct-2013",61.581,98.5111,83.4935,62.51
"15-Oct-2013",61.6929,98.5914,83.6735,62.66
"14-Oct-2013",61.3036,97.9877,83.1487,62.4
"11-Oct-2013",61.157,97.7656,82.7795,62.15
"10-Oct-2013",62.1383,99.0236,83.8725,63.58
"09-Oct-2013",61.917,99.4511,83.9247,63.54
"08-Oct-2013",61.6885,99.2013,83.6875,63.5
"07-Oct-2013",61.776,99.064,83.836,63.62
"04-Oct-2013",61.405,99.2857,83.679,63.25
"03-Oct-2013",61.9348,100.4397,84.236,63.43
"01-Oct-2013",62.3555,101.203,84.5365,63.51
"30-Sep-2013",62.777,101.4162,84.6745,64.15
"27-Sep-2013",61.811,99.4972,83.42,62.66
"26-Sep-2013",62.226,100.0594,84.1073,62.84
"25-Sep-2013",62.6981,100.2731,84.4589,63.57
"24-Sep-2013",62.6585,100.4604,84.5955,63.32
"23-Sep-2013",62.52,100.2571,84.671,63.17
"20-Sep-2013",62.243,99.8969,84.2295,62.67
"19-Sep-2013",61.748,99.5625,83.546,62.74
"18-Sep-2013",63.144,100.481,84.3675,63.65
"17-Sep-2013",63.377,100.8582,84.598,63.93
"16-Sep-2013",62.484,99.662,83.496,63.23
"13-Sep-2013",63.789,100.7037,84.6675,63.88
"12-Sep-2013",63.6673,100.7089,84.723,64.1
"11-Sep-2013",63.9035,100.4691,84.651,63.68
"10-Sep-2013",64.2162,100.8259,85.2073,64.28
"06-Sep-2013",65.96,102.9108,86.5828,66.09
"05-Sep-2013",66.043,103.1063,86.994,66.18
"04-Sep-2013",67.0289,104.3171,88.2374,67.18
"03-Sep-2013",66.8875,103.9499,88.095,67.18
"02-Sep-2013",65.8608,102.5189,87.0575,66.84
"30-Aug-2013",66.5742,103.3431,88.1605,67.83
"29-Aug-2013",67.706,105.1406,90.0295,69.22
"28-Aug-2013",68.3611,106.0281,91.4682,70.25
"27-Aug-2013",65.6675,102.1983,87.746,66.95
"26-Aug-2013",64.2347,100.007,85.9342,65.21
