"Trade Date ","1 USD ","1 GBP ","1 EURO ","100 YEN "
"25-Jun-2014",60.2785,102.2806,82.0475,59.15
"24-Jun-2014",60.105,102.3228,81.752,58.94
"23-Jun-2014",60.1927,102.5623,81.9065,59.05
"20-Jun-2014",60.2785,102.7688,82.12,59.17
"19-Jun-2014",60.0031,102.0473,81.7106,58.94
"18-Jun-2014",60.124,102.0004,81.431,58.81
"17-Jun-2014",60.368,102.4807,81.8665,59.21
"16-Jun-2014",60.0059,101.998,81.2541,58.96
"13-Jun-2014",59.4783,100.9347,80.712,58.28
"12-Jun-2014",59.3283,99.6834,80.3036,58.13
"11-Jun-2014",59.325,99.4168,80.32,57.99
"10-Jun-2014",59.2647,99.6299,80.5934,57.95
"09-Jun-2014",59.0605,99.3457,80.616,57.65
"06-Jun-2014",59.197,99.5161,80.8345,57.85
"05-Jun-2014",59.2973,99.3408,80.6999,57.83
"04-Jun-2014",59.336,99.1801,80.764,57.76
"03-Jun-2014",59.2125,99.1691,80.5645,57.88
"02-Jun-2014",59.1385,99.0215,80.6285,58.01
"30-May-2014",59.0335,98.9106,80.335,58.1
"29-May-2014",58.8415,98.4065,80.0315,57.85
"28-May-2014",59.077,99.2021,80.53,57.98
"27-May-2014",59.0585,99.614,80.6048,57.97
"26-May-2014",58.5873,98.661,79.814,57.48
"23-May-2014",58.483,98.6725,79.8058,57.57
"22-May-2014",58.574,98.8788,80.05,57.62
"21-May-2014",58.7725,99.0199,80.5684,58.09
"20-May-2014",58.7455,98.7747,80.5261,57.93
"19-May-2014",58.426,98.2842,80.117,57.67
"16-May-2014",58.861,98.8217,80.7166,57.97
"15-May-2014",59.4745,99.7031,81.5526,58.34
"13-May-2014",59.8773,100.9831,82.4035,58.55
"12-May-2014",59.729,100.8166,82.2235,58.6
"09-May-2014",60.054,101.6534,83.0738,59.06
"08-May-2014",59.9913,101.7512,83.4805,58.96
"07-May-2014",60.0399,101.9658,83.584,59.17
"06-May-2014",60.202,101.6752,83.5532,59
"05-May-2014",60.0475,101.3181,83.3423,58.88
"02-May-2014",60.225,101.6839,83.459,58.77
"30-Apr-2014",60.3375,101.4515,83.306,58.93
"29-Apr-2014",60.5253,101.7733,83.916,59.01
"28-Apr-2014",60.5041,101.6892,83.621,59.17
"25-Apr-2014",61.1163,102.7059,84.522,59.73
"23-Apr-2014",61.0683,102.7657,84.486,59.51
"22-Apr-2014",60.7147,102.0432,83.7695,59.25
"21-Apr-2014",60.335,101.405,83.3835,58.85
"17-Apr-2014",60.3805,101.6325,83.5737,59.2
"16-Apr-2014",60.2263,100.7887,83.291,58.91
"15-Apr-2014",60.262,100.7099,83.27,59.14
"11-Apr-2014",60.267,101.0979,83.7385,59.2
"10-Apr-2014",60.2115,101.0469,83.334,59.18
"09-Apr-2014",60.074,100.5639,82.7896,58.88
"07-Apr-2014",59.9483,99.3583,82.1525,58.13
"04-Apr-2014",60.321,100.0363,82.6545,58.1
"03-Apr-2014",60.1245,100.0712,82.7412,57.87
"02-Apr-2014",59.6463,99.2097,82.392,57.48
"28-Mar-2014",60.0998,99.8498,82.5765,58.83
"27-Mar-2014",60.1295,99.6466,82.906,58.81
"26-Mar-2014",60.1725,99.3929,83.0915,58.81
"25-Mar-2014",60.4935,99.7719,83.6745,59.17
"24-Mar-2014",60.703,100.1053,83.807,59.26
"21-Mar-2014",61.0465,100.8061,84.1755,59.64
"20-Mar-2014",61.131,101.1718,84.5925,59.76
"19-Mar-2014",61.097,101.4149,85.0792,60.18
"18-Mar-2014",60.9453,101.3703,84.8917,59.9
"14-Mar-2014",61.517,102.2166,85.2265,60.57
"13-Mar-2014",61.0155,101.6518,85.0232,59.46
"12-Mar-2014",61.09,101.5927,84.6545,59.39
"11-Mar-2014",60.6995,100.9675,84.159,58.78
"10-Mar-2014",61.1965,102.3511,84.945,59.34
"07-Mar-2014",60.985,102.0706,84.5255,59.22
"06-Mar-2014",61.3242,102.5402,84.1866,59.74
"05-Mar-2014",61.855,103.0566,84.9195,60.56
"04-Mar-2014",61.9045,103.2567,85.1365,60.84
"03-Mar-2014",61.8605,103.5235,85.3085,61.01
"28-Feb-2014",62.072,103.6106,85.0285,60.99
"26-Feb-2014",61.938,103.3126,85.1148,60.53
"25-Feb-2014",61.9765,103.3086,85.1435,60.51
"24-Feb-2014",62.1185,103.3838,85.3235,60.71
"21-Feb-2014",62.1618,103.4435,85.2685,60.66
"20-Feb-2014",62.2843,103.8404,85.6995,61.17
"18-Feb-2014",62.122,103.9301,85.168,60.51
"17-Feb-2014",61.9495,104.0194,84.9485,60.97
"14-Feb-2014",62.277,103.6663,85.1755,61.22
"13-Feb-2014",62.2725,103.4658,84.871,61.02
"12-Feb-2014",62.125,102.2515,84.7215,60.6
"11-Feb-2014",62.439,102.4811,85.2813,61.01
"10-Feb-2014",62.193,102.1396,84.7418,60.74
"07-Feb-2014",62.3155,101.7768,84.683,61.01
"06-Feb-2014",62.5045,101.9198,84.4994,61.59
"05-Feb-2014",62.4525,102.0099,84.3548,61.58
"04-Feb-2014",62.6815,101.9765,84.7805,62.12
"03-Feb-2014",62.6891,102.9668,84.578,61.41
"31-Jan-2014",62.4768,102.9493,84.6022,60.96
"30-Jan-2014",62.7335,103.8679,85.6075,61.22
"29-Jan-2014",62.2005,103.116,84.964,60.22
"28-Jan-2014",62.9898,104.6135,86.1715,61.36
"27-Jan-2014",62.7145,103.504,85.8228,61.21
"24-Jan-2014",62.177,103.3817,85.0894,60.14
"23-Jan-2014",61.988,102.6707,83.9765,59.42
"22-Jan-2014",61.92,101.976,83.9267,59.3
"21-Jan-2014",61.5355,101.0844,83.375,58.87
"20-Jan-2014",61.6345,101.2532,83.4245,59.19
"17-Jan-2014",61.351,100.212,85.5223,58.78
"16-Jan-2014",61.5325,100.7349,83.8395,58.77
"15-Jan-2014",61.5885,101.0914,83.9915,58.99
"13-Jan-2014",61.52,101.4772,84.111,59.49
"10-Jan-2014",61.936,102.0643,84.305,59.01
"09-Jan-2014",62.181,102.3126,84.496,59.29
"08-Jan-2014",62.243,102.1719,84.8185,59.34
"07-Jan-2014",62.379,102.2454,84.972,59.71
"06-Jan-2014",62.3265,101.9911,84.6151,59.73
"03-Jan-2014",62.4075,102.5355,85.195,59.9
"02-Jan-2014",61.902,102.7418,85.1556,58.79
"01-Jan-2014",61.9335,102.3885,85.1235,58.83
