"Trade Date ","1 USD ","1 GBP ","1 EURO ","100 YEN "
"31-Dec-2015",66.326,98.3482,72.501,55.09
"30-Dec-2015",66.4243,98.5471,72.6018,55.17
"29-Dec-2015",66.37,98.9112,72.8477,55.16
"28-Dec-2015",66.138,98.6911,72.5534,54.92
"23-Dec-2015",66.202,98.2967,72.4117,54.74
"22-Dec-2015",66.2985,98.7052,72.3317,54.68
"21-Dec-2015",66.324,98.9886,72.134,54.67
"18-Dec-2015",66.4235,99.1703,72.1359,54.48
"17-Dec-2015",66.6488,99.6133,72.3273,54.43
"16-Dec-2015",66.8468,100.5777,73.1571,54.84
"15-Dec-2015",67.0435,101.6715,73.9289,55.49
"14-Dec-2015",66.994,101.784,73.4656,55.29
"11-Dec-2015",66.786,101.1006,73.104,54.75
"10-Dec-2015",66.7905,101.3679,73.4629,54.91
"09-Dec-2015",66.75,100.2919,72.891,54.4
"08-Dec-2015",66.7983,100.4914,72.5162,54.27
"07-Dec-2015",66.6263,100.6524,72.4028,54.05
"04-Dec-2015",66.8365,101.0434,73.0456,54.51
"03-Dec-2015",66.745,99.6102,70.6696,54.08
"02-Dec-2015",66.6158,100.3434,70.666,54.12
"01-Dec-2015",66.518,100.4355,70.4359,54.13
"30-Nov-2015",66.8148,100.3692,70.6834,54.41
"27-Nov-2015",66.7503,100.6795,70.8755,54.53
"26-Nov-2015",66.5507,100.6446,70.6968,54.3
"24-Nov-2015",66.384,100.4523,70.5529,54.1
"23-Nov-2015",66.349,100.6647,70.4693,53.87
"20-Nov-2015",66.094,101.0379,70.8594,53.82
"19-Nov-2015",66.1105,101.0301,70.7779,53.62
"18-Nov-2015",66.1138,100.5128,70.3914,53.63
"17-Nov-2015",65.9805,100.1056,70.3484,53.48
"16-Nov-2015",66.169,100.6563,70.9729,54.05
"13-Nov-2015",66.139,100.5511,71.2648,53.9
"10-Nov-2015",66.3495,100.2806,71.2992,53.8
"09-Nov-2015",66.3378,100.0308,71.4458,53.79
"06-Nov-2015",65.791,99.9497,71.5477,54
"05-Nov-2015",65.6755,101.0221,71.3499,54.05
"04-Nov-2015",65.568,101.1255,71.797,54.17
"03-Nov-2015",65.451,100.9647,72.1008,54.24
"02-Nov-2015",65.4793,101.0608,72.2171,54.38
"30-Oct-2015",65.2231,99.9348,71.6671,53.92
"29-Oct-2015",65.1515,99.3626,71.2497,53.93
"28-Oct-2015",65.0408,99.584,71.753,54.01
"27-Oct-2015",64.9553,99.7324,71.8406,53.83
"26-Oct-2015",64.9603,99.5452,71.6447,53.63
"23-Oct-2015",64.8815,99.8851,72.0639,53.79
"21-Oct-2015",65.1513,100.535,73.9728,54.31
"20-Oct-2015",64.8908,100.3926,73.5213,54.33
"19-Oct-2015",64.8178,100.1176,73.7497,54.36
"16-Oct-2015",64.9697,100.5536,73.994,54.54
"15-Oct-2015",64.824,100.4124,74.5022,54.61
"14-Oct-2015",65.1123,99.4981,74.241,54.41
"13-Oct-2015",65.0215,99.886,73.9164,54.26
"12-Oct-2015",64.726,99.2962,73.5999,53.86
"09-Oct-2015",64.7848,99.5418,73.0837,53.96
"08-Oct-2015",65.157,99.7814,73.3277,54.41
"07-Oct-2015",65.2571,99.5301,73.4664,54.34
"06-Oct-2015",65.3908,99.054,73.1919,54.41
"05-Oct-2015",65.2905,99.3134,73.3931,54.39
"01-Oct-2015",65.554,99.1701,73.0796,54.54
"30-Sep-2015",65.7418,99.5331,73.7952,54.8
"29-Sep-2015",66.1843,100.4611,74.6096,55.42
"28-Sep-2015",66.0805,100.3168,73.8119,54.92
"24-Sep-2015",66.0993,100.8874,73.9585,55.08
"23-Sep-2015",65.9696,101.1908,73.378,54.92
"22-Sep-2015",65.625,101.7319,73.2638,54.5
"21-Sep-2015",65.7531,102.1672,74.3799,54.83
"18-Sep-2015",65.9255,102.7515,75.1287,55.01
"16-Sep-2015",66.5,101.9977,75.0253,55.34
"15-Sep-2015",66.4383,102.408,75.0487,55.55
"14-Sep-2015",66.3708,102.5429,75.3242,55.18
"11-Sep-2015",66.3866,102.5939,74.8974,55
"10-Sep-2015",66.584,102.293,74.7139,55.14
"09-Sep-2015",66.2945,101.888,73.9847,55.07
"08-Sep-2015",66.606,102.3002,74.6054,55.6
"07-Sep-2015",66.7445,101.3649,74.2733,55.93
"04-Sep-2015",66.4003,101.1941,73.8903,55.57
"03-Sep-2015",66.228,101.2229,74.3343,54.98
"02-Sep-2015",66.1638,101.2174,74.6063,55.09
"01-Sep-2015",66.2603,101.9945,74.788,55.05
"31-Aug-2015",66.3062,102.3105,74.495,54.75
"28-Aug-2015",66.0808,101.923,74.3673,54.54
"27-Aug-2015",66.0605,102.3475,74.9655,55.08
"26-Aug-2015",66.161,103.8794,75.8867,55.28
"25-Aug-2015",66.709,105.1,77.1089,56.01
"24-Aug-2015",66.5093,104.0072,76.2729,54.97
"21-Aug-2015",65.8298,103.3857,74.2692,53.55
"20-Aug-2015",65.2385,102.2092,72.5713,52.59
"19-Aug-2015",65.2525,102.2507,72.1954,52.5
"17-Aug-2015",65.22,102.2324,72.3942,52.42
"14-Aug-2015",65.1225,101.6171,72.5595,52.35
"13-Aug-2015",64.9212,101.4394,72.2573,52.16
"12-Aug-2015",64.827,101.0005,71.8218,51.91
"11-Aug-2015",64.1732,99.8471,70.3595,51.37
"10-Aug-2015",63.759,98.7563,69.8799,51.22
"07-Aug-2015",63.8061,98.925,69.6571,51.13
"06-Aug-2015",63.7603,99.6,69.7091,51.11
"05-Aug-2015",63.8159,99.1508,69.3104,51.29
"04-Aug-2015",63.9315,99.8226,70.0497,51.59
"03-Aug-2015",63.9623,99.9347,70.1602,51.56
"31-Jul-2015",64.0054,99.8356,70.1627,51.55
"30-Jul-2015",64.0061,99.8303,70.0739,51.53
"29-Jul-2015",63.8943,99.7134,70.6288,51.75
"28-Jul-2015",64.027,99.7156,70.8843,51.84
"27-Jul-2015",64.0028,99.4348,70.6143,51.85
"24-Jul-2015",63.8916,99.1023,70.121,51.56
"23-Jul-2015",63.7138,99.5719,69.6264,51.37
"22-Jul-2015",63.5283,99.1931,69.6016,51.38
"21-Jul-2015",63.6506,99.1358,68.9081,51.17
"20-Jul-2015",63.551,99.1014,68.8321,51.2
"17-Jul-2015",63.4928,99.4297,69.1437,51.2
"16-Jul-2015",63.4955,99.1736,69.3942,51.28
"15-Jul-2015",63.3847,99.1337,69.6851,51.34
"14-Jul-2015",63.4978,98.1993,69.7269,51.48
"13-Jul-2015",63.4655,98.4731,70.6942,51.77
"10-Jul-2015",63.3793,97.6548,70.4334,51.97
"09-Jul-2015",63.5065,97.8508,70.4986,52.3
"08-Jul-2015",63.569,98.2205,69.9323,52.17
"07-Jul-2015",63.3749,98.8585,69.9659,51.67
"06-Jul-2015",63.5785,99.1062,70.2924,51.89
"03-Jul-2015",63.3963,98.9426,70.3319,51.49
"02-Jul-2015",63.5705,99.2018,70.3535,51.52
"01-Jul-2015",63.6223,99.8934,70.7671,51.85
"30-Jun-2015",63.7549,100.1207,71.2015,52.07
"29-Jun-2015",63.917,100.4008,70.411,52.17
"26-Jun-2015",63.6042,100.0939,71.2303,51.54
"25-Jun-2015",63.6121,99.7947,71.1692,51.4
"24-Jun-2015",63.66,100.5,71.3119,51.38
"23-Jun-2015",63.6406,100.4121,71.6275,51.46
"22-Jun-2015",63.5098,100.9361,72.3186,51.73
"19-Jun-2015",63.8195,101.256,72.3585,51.83
"18-Jun-2015",63.8495,100.9971,72.4564,51.89
"17-Jun-2015",64.1135,100.3184,72.1662,51.91
"16-Jun-2015",64.1505,100.0363,72.272,51.91
"15-Jun-2015",64.0868,99.5717,71.8413,51.93
"12-Jun-2015",64.0301,99.2723,71.8994,51.85
"11-Jun-2015",63.891,98.8969,72.3118,51.85
"10-Jun-2015",63.8849,98.4722,72.1452,51.94
"09-Jun-2015",63.936,98.2696,72.3692,51.46
"08-Jun-2015",64.11,97.8447,71.1172,51.06
"05-Jun-2015",63.8955,97.9774,71.8185,51.33
"04-Jun-2015",64.1775,98.3007,72.251,51.6
"03-Jun-2015",63.8515,98.1206,71.2838,51.52
"02-Jun-2015",63.833,97.1028,69.7376,51.21
"01-Jun-2015",63.6083,97.2698,69.6256,51.2
"29-May-2015",63.7615,97.7974,69.9081,51.48
"28-May-2015",63.901,98.1647,69.7352,51.6
"27-May-2015",63.9475,98.639,69.8562,52.02
"26-May-2015",63.845,98.3788,69.6421,52.11
"25-May-2015",63.6228,98.5072,69.9342,52.34
"22-May-2015",63.5728,99.6694,70.9282,52.66
"21-May-2015",63.7,98.9197,70.6688,52.59
"20-May-2015",63.8655,98.8893,70.731,52.76
"19-May-2015",63.6868,99.7272,71.9024,53.09
"18-May-2015",63.5543,99.8629,72.6743,53.12
"15-May-2015",63.5788,100.2956,72.3781,53.2
"14-May-2015",63.838,100.647,72.8775,53.68
"13-May-2015",64.1895,100.5785,72.0784,53.54
"12-May-2015",64.202,100.0331,71.9127,53.43
"11-May-2015",63.8495,98.4687,71.5114,53.25
"08-May-2015",64.0493,99.0394,71.7608,53.41
"07-May-2015",63.88,97.2062,72.5102,53.47
"06-May-2015",63.6425,96.8066,71.5087,53.1
"05-May-2015",63.5194,95.9588,70.5383,52.86
"30-Apr-2015",63.578,97.9864,70.5334,53.53
"29-Apr-2015",63.2025,97.0095,69.3395,53.08
"28-Apr-2015",63.3305,96.5157,68.9289,53.2
"27-Apr-2015",63.6115,96.5559,69.1839,53.45
"24-Apr-2015",63.4006,95.4242,68.4853,53.04
"23-Apr-2015",63.185,94.9355,67.6585,52.75
"22-Apr-2015",62.8183,93.8505,67.5862,52.55
"21-Apr-2015",62.92,93.5746,67.3433,52.65
